ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Meta: _et_builder_dynamic_assets_loading_attr_threshold","Meta: _wc_gla_sync_status","Meta: _wc_gla_visibility","Meta: _wc_gla_synced_at","Meta: _woocommerce_pos_uuid","Meta: rank_math_internal_links_processed","Meta: _wc_gla_notification_status","Meta: _et_pb_use_builder","Meta: _et_pb_show_page_creation","Meta: _et_pb_old_content","Meta: rank_math_seo_score","Meta: _ppcp_button_position","Meta: site-sidebar-layout","Meta: ast-site-content-layout","Meta: site-content-style","Meta: site-sidebar-style","Meta: theme-transparent-header-meta","Meta: astra-migrate-meta-layouts","Meta: stick-header-meta","Meta: rank_math_primary_product_cat","Meta: cmplz_hide_cookiebanner","Meta: _et_pb_post_hide_nav","Meta: _et_pb_page_layout","Meta: _et_pb_side_nav","Meta: _et_pb_first_image","Meta: _et_pb_truncate_post","Meta: _et_pb_truncate_post_date","Meta: dnxte_popup-active","Meta: rank_math_title","Meta: rank_math_description","Meta: rank_math_focus_keyword","Meta: _et_pb_product_page_layout","Meta: _et_pb_built_for_post_type","Meta: _et_pb_ab_subjects","Meta: _et_pb_enable_shortcode_tracking","Meta: _et_pb_ab_current_shortcode","Meta: _et_pb_custom_css","Meta: _et_pb_gutter_width","Meta: _global_colors_info","Meta: _et_builder_version","Meta: _et_pb_woo_page_content_status","Meta: _elementor_import_session_id"
32076,simple,ACTAS23,,"Acuastato Caldera Thelia AS23",1,0,visible,"Acuastato Caldera Thelia AS23\nMarca: Saunier Duval \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","El Acuastato Caldera Thelia AS23 es una pieza de repuesto reacondicionada que se utiliza en calderas para controlar el nivel de agua en el sistema. Esta pieza es esencial para garantizar un funcionamiento seguro y eficiente de la caldera. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Además, ofrecemos una amplia variedad de piezas relacionadas con la calefacción y el xxxxxxxxxx. Visita uniclimasolutions.com para encontrar todo lo que necesitas para mantener tu hogar o negocio cómodo y seguro.",,,taxable,,1,5,,0,0,,,,,1,,,"16,09","Manómetros - Acuastatos","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,a76df428-2462-44bd-97c5-1b327e7b20d1,1,,,,
32078,simple,AC1823,,"Acuastato Celtic 18/23 RSCE",1,0,visible,"Acuastato Celtic 18/23 RSCE\nMarca: Chaffoteaux \nCategoría: Manómetros - Acuastatos\nProducto Reacondicionado","El Acuastato Celtic 18/23 RSCE es una pieza de repuesto reacondicionada para calderas que se utiliza para controlar el nivel de agua en el sistema. Esta pieza se encuentra en perfectas condiciones gracias a nuestro proceso de reparación y reacondicionamiento en Uniclima Solutions. El acuastato es esencial para garantizar un funcionamiento seguro y eficiente de la caldera, y su estado óptimo asegura una larga vida Útil del sistema. En nuestra tienda online uniclimasolutions.com encontrarás una amplia variedad de piezas de repuesto reacondicionadas para calderas, todas ellas con la calidad y garantía que ofrecemos en nuestros servicios de reparación y mantenimiento. Palabras relacionadas: piezas de repuesto, reacondicionadas, calderas, control de nivel de agua, eficiencia, seguridad, larga vida Útil, calidad, garantía.",,,taxable,,1,5,,0,0,,,,,1,,,"21,91","Manómetros - Acuastatos",Chaffoteaux,,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,1a760e8a-01b4-4083-93e6-c0e4ce9726a7,1,,,,
32079,simple,BHCTF24E,,"Bloque Hidráulico Caldera Themafast F24E",1,0,visible,"Bloque Hidráulico Caldera Themafast F24E\nMarca: Saunier Duval \nCategoría:0\nProducto Reacondicionado","El Bloque Hidráulico Caldera Themafast F24E es una pieza de repuesto reacondicionada que se utiliza en calderas para regular el flujo de agua y garantizar un funcionamiento óptimo. En Uniclima Solutions nos aseguramos de dejar esta pieza en perfectas condiciones para su uso. Esta pieza es esencial para el correcto funcionamiento de la caldera y su estado es crucial para evitar averías y problemas en el sistema. Si necesitas una pieza de repuesto para tu caldera, visita nuestra tienda online uniclimasolutions.com y encuentra todo lo que necesitas para mantener tu sistema de calefacción en perfecto estado. Palabras relacionadas: caldera, pieza de repuesto, reacondicionada, regulación de agua, funcionamiento óptimo, averías, sistema de calefacción.",,,taxable,,1,1,,0,0,,,,,1,,,"84,64","Sin categorizar","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,fb242644-7206-43cf-a533-0cdcbc2b7606,1,,,,
32080,simple,BHTC24E,,"Bloque Hidráulico Themaclassic C 24 E",1,0,visible,"<p>Bloque Hidráulico Themaclassic C 24 E</p><p>Marca: Saunier Duval</p><p>Categoría:0</p><p>Producto Reacondicionado</p><p></p>","<p>El Bloque Hidráulico Themaclassic C 24 E es una pieza de repuesto reacondicionada para calderas. En Uniclima Solutions nos encargamos de reparar y dejar en perfectas condiciones todas las piezas que ofrecemos en nuestra tienda online. Este bloque hidráulico se utiliza para controlar el flujo de agua en la caldera y asegurar su correcto funcionamiento. Su estado ha sido reacondicionado para garantizar su eficacia y durabilidad. Palabras relacionadas: pieza de repuesto, caldera, reacondicionado, eficacia, durabilidad.</p><p></p>",,,taxable,,1,1,,0,0,,,,,1,,,"82,82","Sin categorizar","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1758715196,995f7815-8327-49be-ae5d-744a9d2d73a5,1,updated,,,
32081,simple,BHTC25E,,"Bloque Hidráulico Themaclassic C 25 E",1,0,visible,"Bloque Hidráulico Themaclassic C 25 E\nMarca: Saunier Duval \nCategoría:0\nProducto Reacondicionado","El Bloque Hidráulico Themaclassic C 25 E es una pieza de repuesto reacondicionada para calderas. En Uniclima Solutions nos encargamos de reparar y dejar en perfectas condiciones todas las piezas que ofrecemos en nuestra tienda online. Este bloque hidráulico se utiliza para controlar el flujo de agua en la caldera y asegurar su correcto funcionamiento. Su estado ha sido reacondicionado para garantizar su eficacia y durabilidad. Palabras relacionadas: pieza de repuesto, caldera, reacondicionado, eficacia, durabilidad.",,,taxable,,1,1,,0,0,,,,,1,,,"85,55","Sin categorizar","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,b5144619-7d8e-4c42-9cd9-5da3745e157f,1,,,,
32082,simple,BHTF24E,,"Bloque Hidráulico Themaclassic F 24 E",1,0,visible,"Bloque Hidráulico Themaclassic F 24 E\nMarca: Saunier Duval \nCategoría:0\nProducto Reacondicionado","El Bloque Hidráulico Themaclassic F 24 E es una pieza de repuesto reacondicionada para calderas. En Uniclima Solutions nos encargamos de reparar y dejar en perfectas condiciones todas las piezas que ofrecemos en nuestra tienda online. Este bloque hidráulico se utiliza para controlar el flujo de agua en la caldera y asegurar su correcto funcionamiento. Su estado ha sido reacondicionado para garantizar su eficacia y durabilidad. Palabras relacionadas: pieza de repuesto, caldera, reacondicionado, eficacia, durabilidad.",,,taxable,,1,1,,0,0,,,,,1,,,"79,18","Sin categorizar","Saunier Duval",,,,,,,,,,,0,,4,has-errors,sync-and-show,1720321233,aba23fc6-64c0-4f0a-ac6e-05bc6b72447d,1,,on,on,"El Bloque Hidráulico Themaclassic F 24 E es una pieza de repuesto reacondicionada para calderas. En Uniclima Solutions nos encargamos de reparar y dejar en perfectas condiciones todas las piezas que ofrecemos en nuestra tienda online. Este bloque hidráulico se utiliza para controlar el flujo de agua en la caldera y asegurar su correcto funcionamiento. Su estado ha sido reacondicionado para garantizar su eficacia y durabilidad. Palabras relacionadas: pieza de repuesto, caldera, reacondicionado, eficacia, durabilidad."
32083,simple,BHTF25E,,"Bloque Hidráulico Themaclassic F 25 E",1,0,visible,"Bloque Hidráulico Themaclassic F 25 E\nMarca: Saunier Duval \nCategoría:0\nProducto Reacondicionado","El Bloque Hidráulico Themaclassic F 25 E es una pieza de repuesto reacondicionada para calderas. En Uniclima Solutions nos encargamos de reparar y dejar en perfectas condiciones todas las piezas que ofrecemos en nuestra tienda online. Este bloque hidráulico se utiliza para controlar el flujo de agua en la caldera y asegurar su correcto funcionamiento. Su estado ha sido reacondicionado para garantizar su eficacia y durabilidad. Palabras relacionadas: pieza de repuesto, caldera, reacondicionado, eficacia, durabilidad.",,,taxable,,1,1,,0,0,,,,,1,,,81,"Sin categorizar","Saunier Duval",,,,,,,,,,,0,,14,has-errors,sync-and-show,1720321233,48926b10-3bb4-46ab-8d41-5a534659dea1,1,,,,
32084,simple,CPFE24N,,"Captador de Presión FE 24 NOX",1,0,visible,"Captador de Presión FE 24 NOX\nMarca: Fagor \nCategoría: Captadores de presión\nProducto Reacondicionado","El captador de presión FE 24 NOX es una pieza de repuesto reacondicionada que se utiliza en calderas para medir la presión del gas. Esta pieza es esencial para el correcto funcionamiento de la caldera, ya que si la presión no es la adecuada, puede haber problemas en la combustión y en la eficiencia energética. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Además, ofrecemos un servicio de reparación y reacondicionamiento para que puedas prolongar la vida Útil de tus equipos. Palabras relacionadas: caldera, gas, presión, eficiencia energética, reparación, reacondicionamiento.",,,taxable,,1,1,,0,0,,,,,1,,,"28,27","Captadores de presión",Fagor,,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,06dd0f3b-593c-4263-97e3-5aaeb6c5710a,1,,,,
32085,simple,CFRRS2020,,"Captor de Flujo Roca RS 20/20",1,0,visible,"Captor de Flujo Roca RS 20/20\nMarca: Roca \nCategoría: Detectores de Flujo\nProducto Reacondicionado","El Captor de Flujo Roca RS 20/20 es una pieza de repuesto reacondicionada que se utiliza en calderas para medir el flujo de agua que circula por el sistema. Esta pieza es esencial para garantizar un funcionamiento óptimo de la caldera y evitar problemas de sobrecalentamiento o falta de presión. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Además, ofrecemos un servicio de reparación y reacondicionamiento para que puedas prolongar la vida Útil de tus equipos. Palabras relacionadas: caldera, flujo de agua, sobrecalentamiento, presión, reparación, reacondicionamiento.",,,taxable,,1,4,,0,0,,,,,1,,,"9,73","Detectores de Flujo",Roca,,,,,,,,,,,0,,,has-errors,sync-and-show,1720321233,7379e4a1-025d-4154-94fe-8711c59bfcc8,1,,,,
32086,simple,CFRS2020F,,"Captor de Flujo Roca RS 20/20 F",1,0,visible,"Captor de Flujo Roca RS 20/20 F\nMarca: Roca \nCategoría: Detectores de Flujo\nProducto Reacondicionado","El Captor de Flujo Roca RS 20/20 F es una pieza de repuesto reacondicionada que se utiliza en calderas para medir el flujo de agua y garantizar un funcionamiento óptimo. En Uniclima Solutions nos aseguramos de que esta pieza esté en perfectas condiciones antes de ofrecerla en nuestra tienda online. Con este captor de flujo, podrás controlar el caudal de agua que circula por tu caldera y evitar posibles averías. Â¡Aprovecha nuestra amplia selección de piezas de repuesto reacondicionadas para mantener tu caldera en perfecto estado! Palabras relacionadas: caldera, pieza de repuesto, reacondicionada, flujo de agua, caudal, averías.",,,taxable,,1,4,,0,0,,,,,1,,,"10,33","Detectores de Flujo",Roca,,,,,,,,,,,0,,4,has-errors,sync-and-show,1720321233,50fc1a7f-d53a-44e9-9ea8-64672abadc85,1,,,,
32087,simple,CPAHKB224,,"Captor de Presión Airsol HKB 224",1,0,visible,"Captor de Presión Airsol HKB 224\nMarca: Airsol \nCategoría: Captadores de presión\nProducto Reacondicionado","El Captor de Presión Airsol HKB 224 es una pieza de repuesto reacondicionada que se utiliza en calderas para medir la presión del aire y garantizar un funcionamiento óptimo. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Este captor de presión es esencial para el correcto funcionamiento de la caldera y su estado ha sido restaurado para garantizar su eficacia. Palabras relacionadas: caldera, presión, aire, reacondicionado, eficacia.",,,taxable,,1,5,,0,0,,,,,1,,,"22,82","Captadores de presión",Airsol,,,,,,,,,,,0,,5,has-errors,sync-and-show,1720321233,b35d7cf6-c66e-487e-b25a-5c3072ccc304,1,,,,
32088,simple,CPCIF28E2,,"Captor de Presión Caldera Isomax F 28 E2",1,0,visible,"Captor de Presión Caldera Isomax F 28 E2\nMarca: Saunier Duval \nCategoría: Captadores de presión\nProducto Reacondicionado","El Captor de Presión Caldera Isomax F 28 E2 es una pieza de repuesto reacondicionada que se utiliza en calderas para medir la presión del agua y garantizar un funcionamiento seguro y eficiente. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Este captor de presión es compatible con la caldera Isomax F 28 E2 y es esencial para mantener la presión adecuada en el sistema de calefacción. Palabras relacionadas: pieza de repuesto, reacondicionada, caldera, presión, agua, eficiente, compatible, calefacción.",,,taxable,,1,5,,0,0,,,,,1,,,"21,91","Captadores de presión","Saunier Duval",,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,6495de1e-51c8-4b74-80d1-e28759d23011,1,,,,
32163,simple,CPCTF30,,"Captor de Presión Caldera Themafast F 30",1,0,visible,"Captor de Presión Caldera Themafast F 30\nMarca: Saunier Duval \nCategoría: Captadores de presión\nProducto Reacondicionado","El Captor de Presión Caldera Themafast F 30 es una pieza de repuesto reacondicionada que se utiliza en calderas para medir la presión del agua y garantizar un funcionamiento óptimo. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Este captor de presión es esencial para el correcto funcionamiento de la caldera y su estado reacondicionado garantiza su durabilidad y eficiencia. Palabras relacionadas: caldera, presión, agua, funcionamiento, eficiencia, durabilidad.",,,taxable,,1,1,,0,0,,,,,1,,,"23,73","Captadores de presión","Saunier Duval",,,,,,,,,,,0,,,has-errors,sync-and-show,1720321233,48498bee-cbbe-4e39-89b2-34ddfaf0b552,1,,,,
32164,simple,CPFE24EN,,"Captor de Presión Fagor FE 24E N",1,0,visible,"Captor de Presión Fagor FE 24E N\nMarca: Fagor \nCategoría: Captadores de presión\nProducto Reacondicionado","El captor de presión Fagor FE 24E N es una pieza de repuesto reacondicionada que se utiliza en calderas para medir la presión del agua y garantizar un funcionamiento óptimo. En Uniclima Solutions nos aseguramos de que esta pieza esté en perfectas condiciones antes de ofrecerla en nuestra tienda online. Con este captor de presión podrás mantener un control preciso de la presión en tu caldera y evitar posibles averías. Palabras relacionadas: caldera, presión, agua, control, averías.",,,taxable,,1,5,,0,0,,,,,1,,,"25,55","Captadores de presión",Fagor,,,,,,,,,,,0,,16,has-errors,sync-and-show,1720321233,a4cb7949-301e-42d9-8796-379485518f25,1,,,,
32165,simple,CPIC28EA,,"Captor de Presión Isofast C 28 E-A",1,0,visible,"Captor de Presión Isofast C 28 E-A\nMarca: Saunier Duval \nCategoría: Captadores de presión\nProducto Reacondicionado","El captor de presión Isofast C 28 E-A es una pieza de repuesto reacondicionada que se utiliza en calderas para medir la presión del agua y garantizar un funcionamiento óptimo. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Este captor de presión es esencial para el correcto funcionamiento de la caldera y su estado reacondicionado garantiza su durabilidad y eficiencia. Palabras relacionadas: caldera, presión, agua, eficiencia, durabilidad.",,,taxable,,1,5,,0,0,,,,,1,,,"22,82","Captadores de presión","Saunier Duval",,,,,,,,,,,0,,5,has-errors,sync-and-show,1720321233,b38b1fb6-6601-49a8-ba53-f0d34cb7ecab,1,,,,
32166,simple,CPIC35E1,,"Captor de Presión Isofast C 35 E1",1,0,visible,"Captor de Presión Isofast C 35 E1\nMarca: Saunier Duval \nCategoría: Captadores de presión\nProducto Reacondicionado","El captor de presión Isofast C 35 E1 es una pieza de repuesto reacondicionada para calderas que se utiliza para medir la presión del agua en el sistema. Esta pieza es esencial para garantizar un funcionamiento seguro y eficiente de la caldera. En Uniclima Solutions nos aseguramos de que todas nuestras piezas de repuesto reacondicionadas estén en perfectas condiciones antes de ofrecerlas en nuestra tienda online. Además, ofrecemos una amplia variedad de piezas de repuesto para calderas de diferentes marcas y modelos. Palabras relacionadas: caldera, pieza de repuesto, reacondicionada, presión, agua, funcionamiento, seguro, eficiente, Uniclima Solutions, tienda online.",,,taxable,,1,5,,0,0,,,,,1,,,"21,91","Captadores de presión","Saunier Duval",,,,,,,,,,,0,,14,has-errors,sync-and-show,1720321233,48f616b4-4714-4e5f-bc09-840c17202135,1,,,,
